programming:VariableDeclaration;NOUN_PHRASES_AMOUNT;FLESCH_KINCAID_GRADE;VIDEOID;VIDEO_AVERAGE_COLORFULNESS;VIDEO_AVERAGE_BRIGHTNESS;VIDEO_SIZE;PHRASES_AMOUNT;VIDEO_DIFFICULT_WORDS;programming:Array;VIDEO_AVERAGE_LIGHT_EXPOSURE;SPEECH_DISPLAY_WORDS_RATIO;FLESCH_READING_EASE;VIDEO_WORDS_COUNT;VIDEO_ASPECT_RATIO;VIDEO_DOMINANT_COLOR;programming:Interface;AUTOMATED_READABILITY_INDEX;WORD_AMOUNT;FLESCH_KINCAID_VIDEO_GRADE;UNCOMMON WORDS RATIO;programming:Inheritance;VIDEO_DURATION;programming:Encapsulation;programming:WhileLoop;UNCOMMON WORDS AMOUNT;programming:If;WORDS_PER_MINUTE_WHOLE_VIDEO;VIDEO_AVERAGE_HUE;EASY_VIDEO_READ;programming:ForLoop;programming:Object;VIDEO_PHRASES_COUNT;WORDS_PER_MINUTE;VIDEO_NOUN_PHRASES;programming:ExceptionHandling;programming:Polymorphism;WORDS_PER_MINUTE_WHOLE;AUTOMATED_VIDEO_READABILITY_INDEX;DIFFICULT_WORDS_AMOUNT;VIDEO_AVERAGE_SATURATION;programming:Class;score
0.0;47.0;5.9;3352;7.411;1.0;1500.0;43.0;45.0;0.0;240.177;0.355;80.92;240.0;1.778;1677.722;0.0;5.9;677.0;1.7;0.269;0.0;4.883;0.0;0.0;182.0;0.0;49.105;12.668;97.2;1.0;0.0;30.0;143.27;81.0;0.0;0.0;138.517;7.0;70.0;4.153;0.0;easy
1.0;115.0;4.9;4378;24.602;1.0;1500.0;126.0;32.0;0.0;196.317;0.05;83.46;83.0;1.778;1677.722;0.0;4.7;1658.0;14.9;0.349;0.0;9.567;0.0;0.0;579.0;0.0;8.669;22.404;24.98;0.0;0.0;4.0;172.786;17.0;0.0;0.0;172.028;19.7;135.0;16.867;0.0;difficult
0.0;141.0;7.0;4399;16.518;1.0;1500.0;120.0;119.0;0.0;111.776;0.27;78.08;600.0;1.778;0.0;0.0;7.5;2225.0;4.7;0.279;0.0;13.233;0.0;0.0;620.0;0.0;45.302;15.661;83.86;0.0;0.0;47.0;169.45;216.0;0.0;0.0;168.374;13.5;157.0;22.138;1.0;intermediate
0.0;22.0;7.5;5411;23.382;0.987;1500.0;25.0;11.0;0.0;83.936;0.102;71.24;43.0;1.778;1677.722;0.0;8.2;423.0;3.1;0.288;0.0;2.45;0.0;0.0;122.0;1.0;17.531;45.859;88.13;0.0;0.0;5.0;211.229;11.0;0.0;0.0;172.454;8.6;66.0;93.185;0.0;easy
0.0;19.0;10.1;5413;24.038;0.98;1500.0;11.0;9.0;0.0;91.658;0.175;64.64;45.0;1.778;1677.722;0.0;11.6;257.0;2.7;0.28;0.0;1.683;0.0;0.0;72.0;1.0;26.486;43.496;89.24;0.0;0.0;6.0;192.722;12.0;0.0;0.0;151.854;6.6;36.0;88.111;0.0;easy
0.0;166.0;7.6;807;17.715;1.0;1500.0;134.0;91.0;0.0;214.752;0.379;70.94;877.0;1.778;1677.722;0.0;7.8;2311.0;14.8;0.308;0.0;18.9;0.0;0.0;711.0;1.0;46.362;19.858;46.95;0.0;0.0;27.0;136.842;265.0;0.0;0.0;122.222;20.0;274.0;17.606;0.0;intermediate
0.0;103.0;6.6;809;14.151;1.0;1500.0;109.0;65.0;0.0;232.474;0.184;73.68;291.0;1.778;1677.722;0.0;6.8;1581.0;32.9;0.269;0.0;13.433;0.0;0.0;425.0;0.0;21.637;13.683;-10.89;0.0;0.0;4.0;139.004;81.0;1.0;0.0;117.332;42.5;175.0;10.309;0.0;easy
0.0;4.0;12.7;3884;38.6;1.0;1404.0;1.0;10.0;0.0;112.348;1.0;41.7;21.0;1.6;1664.588;1.0;14.2;21.0;10.3;0.524;1.0;0.283;0.0;0.0;11.0;0.0;71.307;34.916;58.62;0.0;1.0;1.0;106.624;8.0;0.0;1.0;74.703;16.7;9.0;98.889;1.0;easy
0.0;98.0;6.9;3887;42.872;1.0;1404.0;66.0;24.0;0.0;202.876;0.1;72.97;100.0;1.6;1658.009;0.0;7.1;1005.0;8.9;0.281;1.0;5.467;0.0;0.0;282.0;0.0;18.25;30.788;56.96;0.0;0.0;7.0;212.412;38.0;0.0;0.0;183.599;16.2;94.0;23.053;0.0;easy
0.0;47.0;6.9;3889;42.625;0.995;1404.0;40.0;15.0;0.0;191.441;0.079;72.87;48.0;1.6;1658.009;0.0;6.3;611.0;5.2;0.336;1.0;3.45;0.0;0.0;205.0;0.0;13.904;34.447;71.82;0.0;1.0;6.0;195.76;13.0;0.0;0.0;177.271;9.7;78.0;28.714;0.0;easy
0.0;92.0;5.4;4403;15.37;1.0;1500.0;90.0;115.0;0.0;101.739;0.268;82.04;352.0;1.778;0.0;0.0;5.9;1313.0;6.7;0.277;0.0;7.7;0.0;0.0;364.0;0.0;45.693;19.054;68.06;0.0;0.0;30.0;170.167;113.0;0.0;0.0;170.309;16.2;140.0;25.402;1.0;intermediate
0.0;22.0;8.3;3294;15.621;1.0;1500.0;21.0;23.0;0.0;211.173;0.193;63.9;64.0;1.778;1585.586;0.0;9.1;331.0;11.8;0.281;0.0;1.883;0.0;0.0;93.0;0.0;33.699;120.52;33.1;0.0;0.0;5.0;181.217;20.0;1.0;0.0;172.707;18.9;62.0;20.477;1.0;easy
0.0;109.0;8.5;4410;25.431;1.0;1500.0;90.0;67.0;0.0;105.07;0.139;68.7;243.0;1.778;0.0;0.0;8.7;1747.0;6.8;0.297;1.0;10.183;0.0;0.0;519.0;0.0;23.844;23.966;62.34;0.0;1.0;27.0;169.504;113.0;0.0;0.0;169.556;20.6;163.0;44.604;1.0;intermediate
0.0;32.0;6.4;3899;38.311;1.0;1404.0;29.0;33.0;0.0;204.077;0.235;79.6;116.0;1.6;1658.009;0.0;7.7;494.0;6.6;0.281;0.0;2.683;0.0;0.0;139.0;0.0;43.035;32.625;68.16;0.0;0.0;10.0;199.322;49.0;0.0;1.0;183.639;13.1;60.0;23.944;0.0;easy
0.0;7.0;7.7;3900;58.87;1.0;1404.0;8.0;3.0;0.0;123.323;0.086;70.73;12.0;1.6;0.0;0.0;8.5;139.0;4.4;0.309;0.0;0.933;0.0;0.0;43.0;0.0;12.694;55.651;84.68;0.0;0.0;1.0;152.813;3.0;0.0;1.0;148.096;9.7;23.0;86.218;0.0;easy
0.0;160.0;6.4;4413;9.048;1.0;1500.0;117.0;38.0;0.0;190.087;0.064;79.5;128.0;1.778;1677.722;0.0;7.4;1995.0;11.6;0.291;1.0;11.517;0.0;0.0;580.0;0.0;11.111;5.705;49.86;0.0;0.0;6.0;173.078;30.0;0.0;0.0;173.001;16.8;179.0;6.939;0.0;difficult
0.0;112.0;5.3;4405;18.002;1.0;1500.0;146.0;39.0;1.0;57.418;0.067;82.34;139.0;1.778;0.0;0.0;4.6;2083.0;5.5;0.317;0.0;11.217;0.0;0.0;661.0;0.0;12.384;30.492;76.62;0.0;0.0;12.0;185.15;58.0;0.0;0.0;185.22;12.6;169.0;54.962;0.0;intermediate
0.0;68.0;7.5;3904;39.2;0.997;1404.0;53.0;66.0;0.0;200.028;0.267;71.24;239.0;1.6;1658.009;1.0;8.8;896.0;7.9;0.305;1.0;5.15;0.0;0.0;273.0;0.0;46.391;32.887;53.98;0.0;0.0;27.0;194.459;84.0;0.0;0.0;174.113;11.6;106.0;26.328;0.0;easy
0.0;129.0;7.3;835;38.728;0.999;1000.0;104.0;74.0;0.0;216.043;0.234;71.85;397.0;1.778;1677.722;0.0;7.3;1694.0;3.1;0.313;0.0;14.883;0.0;0.0;531.0;1.0;26.674;10.95;93.44;0.0;0.0;34.0;113.816;196.0;0.0;0.0;113.816;13.4;165.0;18.018;0.0;intermediate
0.0;104.0;7.4;5381;35.37;0.999;1500.0;97.0;31.0;0.0;227.456;0.152;76.96;289.0;1.778;1677.722;0.0;7.8;1897.0;5.4;0.242;0.0;13.55;0.0;0.0;459.0;0.0;21.31;34.631;71.31;1.0;0.0;34.0;148.972;124.0;0.0;0.0;139.655;13.9;130.0;24.44;0.0;easy
0.0;105.0;7.6;4423;26.194;1.0;1500.0;75.0;31.0;0.0;188.287;0.069;71.04;88.0;1.778;1677.722;1.0;8.1;1281.0;38.8;0.329;1.0;7.55;0.0;0.0;422.0;0.0;11.652;8.892;-26.31;0.0;0.0;1.0;169.544;18.0;0.0;1.0;169.484;50.4;128.0;16.703;1.0;intermediate
0.0;94.0;7.3;4424;29.208;1.0;1500.0;89.0;24.0;0.0;187.985;0.048;71.75;70.0;1.778;1677.722;0.0;7.9;1463.0;10.1;0.31;1.0;8.85;0.0;0.0;453.0;0.0;7.897;9.196;53.71;0.0;0.0;4.0;166.497;26.0;0.0;0.0;164.36;16.5;162.0;17.816;0.0;difficult
0.0;132.0;6.5;4430;12.962;1.0;1500.0;120.0;34.0;0.0;187.816;0.06;79.3;124.0;1.778;1677.722;0.0;7.7;2081.0;13.0;0.316;1.0;11.733;0.0;0.0;658.0;0.0;10.566;5.731;56.93;0.0;0.0;4.0;175.562;27.0;0.0;0.0;175.538;17.1;196.0;8.893;0.0;difficult
0.0;76.0;4.6;4370;19.461;1.0;1500.0;116.0;40.0;0.0;194.06;0.101;89.68;180.0;1.778;1677.722;0.0;4.8;1787.0;4.3;0.292;0.0;10.817;0.0;0.0;521.0;0.0;16.618;29.054;79.67;1.0;0.0;21.0;169.108;62.0;0.0;0.0;164.061;9.8;110.0;14.548;0.0;difficult
0.0;43.0;7.9;3929;39.122;0.996;1404.0;37.0;29.0;1.0;159.564;0.146;75.54;113.0;1.6;1658.009;0.0;9.2;776.0;8.4;0.259;0.0;4.3;0.0;0.0;201.0;0.0;26.25;29.481;63.59;0.0;0.0;7.0;184.646;44.0;0.0;0.0;179.798;15.5;74.0;42.454;0.0;easy
0.0;25.0;7.1;5479;25.374;1.0;1500.0;15.0;7.0;0.0;219.09;0.139;66.84;27.0;1.778;1592.165;0.0;7.8;194.0;2.4;0.268;0.0;1.317;1.0;0.0;52.0;0.0;20.462;114.932;89.95;0.0;0.0;4.0;156.631;12.0;0.0;0.0;147.025;7.8;42.0;20.658;0.0;easy
0.0;43.0;6.8;5487;25.275;1.0;1500.0;51.0;28.0;0.0;222.468;0.157;73.17;120.0;1.778;1592.165;1.0;7.3;764.0;7.6;0.306;0.0;4.45;1.0;0.0;234.0;0.0;26.956;110.689;71.04;0.0;1.0;7.0;178.963;42.0;0.0;0.0;170.947;11.9;99.0;26.172;1.0;easy
1.0;51.0;5.8;5488;24.693;1.0;1500.0;52.0;16.0;0.0;219.847;0.089;81.12;72.0;1.778;1592.165;0.0;6.0;805.0;4.9;0.267;0.0;4.95;0.0;0.0;215.0;0.0;14.521;109.607;77.94;0.0;0.0;7.0;163.918;29.0;0.0;0.0;162.353;10.8;78.0;25.311;0.0;easy
0.0;74.0;4.0;4465;38.256;0.995;1500.0;130.0;32.0;0.0;51.323;0.095;91.31;171.0;1.778;282.91;0.0;4.2;1791.0;11.6;0.3;0.0;9.617;0.0;1.0;537.0;0.0;17.758;52.842;55.17;1.0;0.0;7.0;199.226;46.0;0.0;0.0;185.365;17.9;114.0;50.043;0.0;easy
0.0;64.0;6.9;5490;37.927;0.997;1500.0;68.0;40.0;0.0;218.423;0.19;72.97;196.0;1.778;1592.165;0.0;6.8;1033.0;7.3;0.32;0.0;5.983;0.0;0.0;331.0;0.0;32.746;117.629;71.85;0.0;0.0;12.0;173.691;52.0;0.0;1.0;173.085;13.3;140.0;38.036;0.0;easy
0.0;23.0;5.1;5505;18.66;1.0;1500.0;35.0;12.0;0.0;222.557;0.077;82.95;37.0;1.778;1585.586;0.0;5.4;478.0;9.3;0.31;0.0;3.1;0.0;1.0;148.0;1.0;11.89;115.507;61.16;1.0;0.0;2.0;166.631;11.0;0.0;0.0;153.607;12.6;46.0;21.556;0.0;easy
0.0;83.0;6.1;5616;14.948;0.998;1500.0;59.0;64.0;0.0;211.636;0.745;80.31;715.0;1.778;1677.722;0.0;6.8;960.0;4.4;0.311;0.0;7.1;0.0;0.0;299.0;0.0;100.612;18.075;79.46;0.0;0.0;81.0;165.336;277.0;0.0;1.0;134.947;7.4;86.0;11.43;0.0;easy
1.0;87.0;5.9;419;15.521;1.0;1500.0;96.0;42.0;0.0;211.23;0.123;75.4;152.0;1.778;1677.722;0.0;4.3;1231.0;6.3;0.376;0.0;6.933;0.0;0.0;463.0;0.0;21.877;25.213;74.39;1.0;0.0;11.0;180.344;56.0;0.0;0.0;177.465;9.4;122.0;21.076;0.0;easy
0.0;94.0;6.1;421;16.781;1.0;1500.0;109.0;17.0;0.0;208.188;0.061;80.31;109.0;1.778;1677.722;0.0;5.9;1780.0;8.0;0.267;0.0;8.783;0.0;1.0;475.0;0.0;12.388;35.702;86.07;1.0;0.0;4.0;208.743;31.0;0.0;0.0;202.519;12.8;98.0;22.503;0.0;easy
0.0;89.0;5.4;428;18.015;1.0;1500.0;95.0;32.0;0.0;207.64;0.079;82.24;108.0;1.778;1677.722;0.0;5.5;1368.0;6.3;0.334;0.0;7.483;0.0;0.0;457.0;0.0;14.418;38.203;68.97;0.0;0.0;10.0;186.968;31.0;0.0;0.0;183.424;9.8;104.0;20.668;1.0;easy
0.0;43.0;7.8;5555;24.445;1.0;1500.0;36.0;44.0;1.0;218.287;0.232;65.01;123.0;1.778;1585.586;0.0;7.5;530.0;14.1;0.368;0.0;3.317;0.0;0.0;195.0;0.0;36.974;118.919;48.67;0.0;0.0;4.0;177.929;41.0;0.0;0.0;159.319;22.9;88.0;28.185;0.0;easy
0.0;30.0;8.5;5556;29.653;1.0;1500.0;22.0;46.0;0.0;229.233;0.353;68.6;151.0;1.778;1585.586;1.0;10.3;428.0;9.3;0.304;1.0;2.55;1.0;0.0;130.0;0.0;58.908;114.147;45.01;0.0;1.0;16.0;173.164;49.0;0.0;0.0;166.97;12.6;71.0;24.41;0.0;easy
0.0;31.0;8.4;5557;24.95;1.0;1500.0;33.0;26.0;0.0;224.515;0.145;68.91;92.0;1.778;1585.586;0.0;8.9;633.0;3.7;0.269;0.0;3.633;1.0;0.0;170.0;0.0;25.298;112.791;81.19;0.0;1.0;13.0;187.358;33.0;0.0;0.0;174.06;10.9;76.0;21.184;0.0;easy
0.0;70.0;5.6;5558;19.859;1.0;1500.0;79.0;30.0;0.0;231.035;0.093;76.32;87.0;1.778;1585.586;0.0;6.3;940.0;12.8;0.341;0.0;6.117;0.0;0.0;321.0;0.0;14.213;114.161;25.05;0.0;1.0;7.0;163.704;41.0;0.0;0.0;153.561;20.0;111.0;16.544;0.0;intermediate
0.0;44.0;7.6;5559;33.411;1.0;1500.0;42.0;48.0;0.0;226.538;0.135;71.14;96.0;1.778;1585.586;0.0;9.1;712.0;10.6;0.244;1.0;4.417;0.0;0.0;174.0;0.0;21.695;114.489;36.35;0.0;1.0;10.0;173.954;39.0;0.0;0.0;160.226;20.8;92.0;27.521;1.0;easy
0.0;44.0;7.1;5560;31.486;1.0;1500.0;40.0;28.0;0.0;224.17;0.092;72.36;58.0;1.778;1585.586;0.0;8.3;631.0;20.3;0.314;0.0;3.883;1.0;0.0;198.0;0.0;14.885;111.651;-15.8;0.0;1.0;3.0;173.037;32.0;1.0;0.0;161.933;39.6;79.0;30.342;1.0;easy
0.0;6.0;9.4;5561;14.851;1.0;1500.0;7.0;9.0;0.0;233.751;0.107;60.95;14.0;1.778;1585.586;0.0;11.7;131.0;20.6;0.298;0.0;0.95;1.0;0.0;39.0;0.0;14.49;118.823;-27.34;0.0;1.0;1.0;157.863;6.0;0.0;0.0;135.587;21.9;31.0;14.459;1.0;easy
0.0;37.0;9.4;1487;41.599;0.992;1500.0;21.0;0.0;0.0;151.557;0.003;61.06;1.0;1.778;0.0;0.0;11.5;391.0;20.2;0.289;0.0;2.117;1.0;0.0;113.0;0.0;0.471;38.958;-47.99;0.0;0.0;1.0;192.987;1.0;0.0;0.0;184.231;2.6;81.0;66.233;0.0;easy
0.0;50.0;10.0;1520;47.821;1.0;1404.0;28.0;17.0;1.0;190.549;0.094;70.16;69.0;1.6;1658.009;0.0;11.9;735.0;6.3;0.256;0.0;4.0;0.0;0.0;188.0;0.0;17.197;50.751;74.39;0.0;0.0;5.0;185.59;29.0;0.0;0.0;183.684;11.6;61.0;42.109;0.0;easy
0.0;107.0;6.7;5621;17.44;0.999;1500.0;98.0;83.0;0.0;213.996;0.233;78.69;409.0;1.778;1677.722;0.0;8.0;1756.0;7.6;0.263;0.0;11.883;0.0;0.0;461.0;1.0;34.407;22.85;54.9;0.0;0.0;51.0;166.804;180.0;0.0;0.0;148.145;12.4;119.0;13.608;0.0;easy
0.0;75.0;5.0;5622;14.268;0.996;1500.0;94.0;89.0;0.0;223.488;0.937;83.25;1182.0;1.778;1677.722;0.0;5.1;1261.0;2.4;0.273;0.0;8.55;0.0;0.0;344.0;0.0;138.227;15.414;89.95;1.0;0.0;173.0;173.584;435.0;0.0;0.0;147.348;4.6;111.0;9.827;0.0;easy
0.0;318.0;4.9;5628;16.001;1.0;1500.0;374.0;280.0;0.0;219.359;0.541;83.46;2660.0;1.778;1677.722;0.0;4.4;4920.0;3.2;0.313;0.0;36.833;0.0;1.0;1542.0;0.0;72.191;18.74;87.92;1.0;0.0;302.0;162.945;934.0;0.0;0.0;132.712;5.6;307.0;11.879;0.0;easy
0.0;157.0;11.3;1194;8.976;1.0;1500.0;93.0;33.0;0.0;247.118;0.085;55.98;187.0;1.778;1677.722;0.0;12.6;2199.0;16.7;0.273;0.0;13.617;0.0;0.0;601.0;1.0;13.725;9.177;41.97;0.0;0.0;5.0;162.544;28.0;0.0;0.0;160.889;21.1;264.0;3.013;0.0;difficult
0.0;249.0;5.5;5630;15.911;0.999;1500.0;273.0;553.0;0.0;222.939;1.988;81.83;8053.0;1.778;1677.722;0.0;5.3;4050.0;3.5;0.278;0.0;29.517;0.0;0.0;1124.0;0.0;272.729;15.053;87.21;1.0;0.0;847.0;165.504;2736.0;0.0;0.0;136.72;4.6;261.0;9.661;0.0;easy
0.0;143.0;9.5;786;16.687;1.0;1500.0;102.0;151.0;0.0;221.842;0.654;60.65;1267.0;1.778;1677.722;0.0;9.8;1938.0;6.9;0.278;1.0;18.6;0.0;0.0;539.0;0.0;68.09;18.42;67.55;0.0;0.0;104.0;118.105;551.0;0.0;0.0;103.828;13.2;251.0;13.455;0.0;intermediate
1.0;102.0;8.9;5336;24.743;0.999;1500.0;95.0;60.0;0.0;243.237;0.112;73.0;249.0;1.778;1677.722;0.0;11.0;2233.0;14.2;0.253;0.0;15.567;0.0;0.0;566.0;0.0;15.985;19.777;48.37;0.0;1.0;8.0;160.535;77.0;0.0;0.0;142.58;27.9;134.0;12.218;0.0;intermediate
0.0;104.0;5.6;4610;17.784;0.997;1500.0;117.0;73.0;0.0;232.932;0.159;81.63;279.0;1.778;1664.563;0.0;6.6;1757.0;4.9;0.268;1.0;11.967;0.0;0.0;471.0;0.0;23.306;15.682;77.94;0.0;1.0;27.0;150.963;88.0;0.0;0.0;143.43;13.4;166.0;14.185;1.0;intermediate
0.0;231.0;6.8;5138;16.69;0.999;1500.0;205.0;170.0;1.0;183.489;0.183;78.38;681.0;1.778;1677.722;0.0;7.0;3723.0;6.4;0.322;0.0;23.883;0.0;0.0;1200.0;0.0;28.513;16.953;63.25;0.0;0.0;84.0;167.558;264.0;0.0;0.0;155.586;10.3;312.0;19.099;0.0;intermediate
0.0;81.0;17.0;1189;10.011;1.0;1500.0;29.0;32.0;0.0;245.304;0.086;41.16;95.0;1.778;1677.722;0.0;19.6;1108.0;24.2;0.245;0.0;7.083;1.0;0.0;271.0;0.0;13.381;8.871;6.34;0.0;0.0;2.0;157.99;23.0;0.0;0.0;155.786;30.0;153.0;3.696;0.0;intermediate
0.0;92.0;5.4;4403;15.37;1.0;1500.0;90.0;115.0;0.0;101.739;0.268;82.04;352.0;1.778;0.0;0.0;5.9;1313.0;6.7;0.277;0.0;7.7;0.0;0.0;364.0;0.0;45.693;19.054;68.06;0.0;0.0;30.0;170.167;113.0;0.0;0.0;170.309;16.2;140.0;25.402;1.0;intermediate
0.0;127.0;9.3;5146;28.095;1.0;1500.0;78.0;66.0;1.0;187.237;0.16;66.67;267.0;1.778;1677.722;0.0;10.8;1671.0;5.3;0.287;0.0;11.833;0.0;0.0;479.0;0.0;22.547;30.402;71.71;0.0;0.0;33.0;142.01;71.0;0.0;0.0;141.025;6.9;214.0;34.377;0.0;intermediate
0.0;36.0;6.7;789;12.795;1.0;1500.0;36.0;42.0;0.0;239.223;0.336;73.47;178.0;1.778;1677.722;0.0;7.4;529.0;10.2;0.302;1.0;5.5;0.0;0.0;160.0;0.0;32.294;10.65;47.99;0.0;0.0;12.0;122.469;64.0;0.0;0.0;95.794;18.7;72.0;7.07;0.0;intermediate
0.0;70.0;9.6;4333;19.545;1.0;1500.0;45.0;24.0;0.0;191.023;0.075;65.86;75.0;1.778;1677.722;0.0;9.8;997.0;10.3;0.27;0.0;5.617;0.0;0.0;269.0;0.0;13.323;9.609;47.79;0.0;0.0;5.0;177.427;20.0;0.0;1.0;176.575;13.8;114.0;11.581;0.0;intermediate
0.0;96.0;7.3;785;15.733;1.0;1500.0;83.0;103.0;0.0;217.768;0.809;66.54;889.0;1.778;1677.722;0.0;7.2;1099.0;4.9;0.293;1.0;10.65;0.0;0.0;322.0;0.0;83.379;20.68;83.36;0.0;0.0;67.0;114.28;405.0;0.0;0.0;102.7;15.1;176.0;15.027;0.0;intermediate
0.0;148.0;9.2;1213;14.14;1.0;1500.0;119.0;23.0;0.0;250.144;0.049;66.78;123.0;1.778;1677.722;0.0;10.2;2532.0;12.9;0.261;0.0;14.133;0.0;0.0;661.0;0.0;8.693;16.22;57.13;0.0;0.0;4.0;178.757;35.0;1.0;0.0;177.387;19.0;229.0;4.307;0.0;intermediate
0.0;36.0;6.7;789;12.795;1.0;1500.0;36.0;42.0;0.0;239.223;0.336;73.47;178.0;1.778;1677.722;0.0;7.4;529.0;10.2;0.302;1.0;5.5;0.0;0.0;160.0;0.0;32.294;10.65;47.99;0.0;0.0;12.0;122.469;64.0;0.0;0.0;95.794;18.7;72.0;7.07;0.0;intermediate
0.0;143.0;9.5;786;16.687;1.0;1500.0;102.0;151.0;0.0;221.842;0.654;60.65;1267.0;1.778;1677.722;0.0;9.8;1938.0;6.9;0.278;1.0;18.6;0.0;0.0;539.0;0.0;68.09;18.42;67.55;0.0;0.0;104.0;118.105;551.0;0.0;0.0;103.828;13.2;251.0;13.455;0.0;intermediate
0.0;107.0;4.8;778;17.928;0.999;1500.0;112.0;94.0;0.0;229.395;0.393;83.66;571.0;1.778;1677.722;0.0;5.1;1452.0;13.1;0.324;1.0;13.217;0.0;0.0;471.0;0.0;43.189;15.456;40.69;0.0;0.0;26.0;127.969;216.0;0.0;0.0;109.069;19.6;156.0;13.546;0.0;intermediate
0.0;135.0;9.2;1214;15.45;1.0;1500.0;72.0;15.0;0.0;248.188;0.037;66.88;57.0;1.778;1677.722;1.0;10.0;1523.0;13.2;0.267;1.0;8.633;0.0;0.0;406.0;0.0;6.601;23.75;51.01;0.0;0.0;2.0;216.173;10.0;0.0;0.0;175.67;18.4;139.0;6.61;0.0;intermediate
0.0;70.0;9.6;4333;19.545;1.0;1500.0;45.0;24.0;0.0;191.023;0.075;65.86;75.0;1.778;1677.722;0.0;9.8;997.0;10.3;0.27;0.0;5.617;0.0;0.0;269.0;0.0;13.323;9.609;47.79;0.0;0.0;5.0;177.427;20.0;0.0;1.0;176.575;13.8;114.0;11.581;0.0;intermediate
0.0;112.0;5.3;4405;18.002;1.0;1500.0;146.0;39.0;1.0;57.418;0.067;82.34;139.0;1.778;0.0;0.0;4.6;2083.0;5.5;0.317;0.0;11.217;0.0;0.0;661.0;0.0;12.384;30.492;76.62;0.0;0.0;12.0;185.15;58.0;0.0;0.0;185.22;12.6;169.0;54.962;0.0;intermediate
0.0;135.0;9.2;1214;15.45;1.0;1500.0;72.0;15.0;0.0;248.188;0.037;66.88;57.0;1.778;1677.722;1.0;10.0;1523.0;13.2;0.267;1.0;8.633;0.0;0.0;406.0;0.0;6.601;23.75;51.01;0.0;0.0;2.0;216.173;10.0;0.0;0.0;175.67;18.4;139.0;6.61;0.0;intermediate
0.0;83.0;8.8;1215;14.286;1.0;1500.0;63.0;8.0;0.0;247.043;0.037;67.79;48.0;1.778;1677.722;0.0;8.6;1282.0;10.3;0.308;0.0;7.85;0.0;0.0;395.0;0.0;6.109;17.289;64.04;0.0;0.0;2.0;165.423;20.0;0.0;1.0;163.679;13.1;122.0;5.271;0.0;intermediate
1.0;102.0;8.9;5336;24.743;0.999;1500.0;95.0;60.0;0.0;243.237;0.112;73.0;249.0;1.778;1677.722;0.0;11.0;2233.0;14.2;0.253;0.0;15.567;0.0;0.0;566.0;0.0;15.985;19.777;48.37;0.0;1.0;8.0;160.535;77.0;0.0;0.0;142.58;27.9;134.0;12.218;0.0;intermediate
0.0;105.0;7.6;4423;26.194;1.0;1500.0;75.0;31.0;0.0;188.287;0.069;71.04;88.0;1.778;1677.722;1.0;8.1;1281.0;38.8;0.329;1.0;7.55;0.0;0.0;422.0;0.0;11.652;8.892;-26.31;0.0;0.0;1.0;169.544;18.0;0.0;1.0;169.484;50.4;128.0;16.703;1.0;intermediate
0.0;107.0;4.8;778;17.928;0.999;1500.0;112.0;94.0;0.0;229.395;0.393;83.66;571.0;1.778;1677.722;0.0;5.1;1452.0;13.1;0.324;1.0;13.217;0.0;0.0;471.0;0.0;43.189;15.456;40.69;0.0;0.0;26.0;127.969;216.0;0.0;0.0;109.069;19.6;156.0;13.546;0.0;intermediate
1.0;115.0;7.7;1174;13.558;1.0;1500.0;54.0;15.0;0.0;251.078;0.085;76.25;93.0;1.778;1677.722;0.0;7.3;1094.0;4.3;0.285;0.0;6.483;0.0;0.0;312.0;0.0;14.344;13.886;85.08;0.0;0.0;8.0;170.051;31.0;0.0;1.0;167.815;6.1;91.0;4.055;1.0;intermediate
0.0;70.0;9.6;4333;19.545;1.0;1500.0;45.0;24.0;0.0;191.023;0.075;65.86;75.0;1.778;1677.722;0.0;9.8;997.0;10.3;0.27;0.0;5.617;0.0;0.0;269.0;0.0;13.323;9.609;47.79;0.0;0.0;5.0;177.427;20.0;0.0;1.0;176.575;13.8;114.0;11.581;0.0;intermediate
0.0;231.0;6.8;5138;16.69;0.999;1500.0;205.0;170.0;1.0;183.489;0.183;78.38;681.0;1.778;1677.722;0.0;7.0;3723.0;6.4;0.322;0.0;23.883;0.0;0.0;1200.0;0.0;28.513;16.953;63.25;0.0;0.0;84.0;167.558;264.0;0.0;0.0;155.586;10.3;312.0;19.099;0.0;intermediate
0.0;83.0;8.8;1215;14.286;1.0;1500.0;63.0;8.0;0.0;247.043;0.037;67.79;48.0;1.778;1677.722;0.0;8.6;1282.0;10.3;0.308;0.0;7.85;0.0;0.0;395.0;0.0;6.109;17.289;64.04;0.0;0.0;2.0;165.423;20.0;0.0;1.0;163.679;13.1;122.0;5.271;0.0;intermediate
1.0;77.0;6.6;4720;27.058;0.998;1500.0;72.0;82.0;0.0;173.875;0.282;78.99;356.0;1.778;1664.563;0.0;7.9;1264.0;10.2;0.255;0.0;9.117;0.0;0.0;322.0;0.0;39.038;47.905;53.41;0.0;1.0;20.0;143.861;136.0;0.0;0.0;137.4;15.0;111.0;68.978;0.0;intermediate
0.0;143.0;9.5;786;16.687;1.0;1500.0;102.0;151.0;0.0;221.842;0.654;60.65;1267.0;1.778;1677.722;0.0;9.8;1938.0;6.9;0.278;1.0;18.6;0.0;0.0;539.0;0.0;68.09;18.42;67.55;0.0;0.0;104.0;118.105;551.0;0.0;0.0;103.828;13.2;251.0;13.455;0.0;intermediate
